Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Days in Shelter,is_adopted,Has Name,age_at_intake,intake_month,intake_dayofweek
Cat,Female,Yes,Domestic Shorthair,Cream,Missing,44.0,1,1,42.0,7,0
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,2.0,0,0,7.0,6,0
Cat,Female,yes,Domestic Shorthair,Tabby,White,42.0,1,0,42.0,7,0
Cat,Female,yes,Domestic Shorthair,Orange Tabby,Missing,31.0,1,0,42.0,7,0
Dog,Male,yes,German Shepherd,Black,White,22.0,0,1,92.0,8,1
Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,White,2.0,0,0,7.0,6,0
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,2.0,0,0,7.0,6,0
Cat,Male,No,Domestic Medium Hair,Orange Tabby,Missing,1.0,0,0,2.0,5,2
Dog,Female,Yes,Labrador Retriever,Black,White,3.0,0,1,1546.0,10,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,31.0,1,1,153.0,9,3
Dog,Female,No,Shih Tzu,White,Grey,0.0,0,1,214.0,10,3
Bird (wildlife),Unknown,Unknown,Parakeet (other),Yellow,Missing,3.0,0,0,122.0,10,0
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,122.0,10,3
Dog,Male,Yes,Australian Cattle Dog,Tan,Black,155.0,1,1,912.0,5,5
Puppy,Male,No,Australian Cattle Dog,Black,White,23.0,1,1,106.0,9,1
Kitten,Male,No,Domestic Shorthair,Black,Missing,1.0,0,0,21.0,10,5
Cat,Female,Yes,Siamese,Seal Point,Missing,2.0,0,1,1096.0,10,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,58.0,1,0,42.0,6,3
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,122.0,10,3
Kitten,Female,yes,Domestic Shorthair,Cream,Missing,41.0,1,1,31.0,9,4
Cat,Female,Yes,Domestic Shorthair,Black,Missing,68.0,1,1,28.0,6,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,4.0,1,0,60.0,7,0
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,76.0,1,1,2.0,5,5
Dog,Male,Yes,Great Pyrenees,White,Black,14.0,0,1,1461.0,10,3
Dog,Male,Yes,Chihuahua - Smooth,Red,Black,20.0,1,1,56.0,7,3
Kitten,Female,Yes,Domestic Shorthair,Blue,Missing,8.0,1,0,56.0,10,3
Cat,Female,Yes,Domestic Shorthair,Black,White,66.0,1,0,42.0,6,3
Cat,Female,yes,Domestic Shorthair,Calico,Missing,5.0,1,0,143.0,10,6
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,58.0,1,0,42.0,6,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,66.0,1,0,42.0,6,3
Cat,Female,Yes,Domestic Shorthair,Black,Missing,6.0,1,0,106.0,8,4
Dog,Male,Yes,Australian Cattle Dog,Black,Ticked,27.0,1,1,123.0,9,0
Dog,Female,Yes,Beagle,White,Tan,20.0,1,1,182.0,10,4
Cat,Unknown,Unknown,Domestic Medium Hair,Black,White,5.0,0,0,242.0,10,1
Cat,Female,No,Domestic Medium Hair,Calico,Missing,3.0,0,0,153.0,10,3
Cat,Female,No,Domestic Medium Hair,Torbie,Missing,3.0,0,0,1096.0,10,3
Cat,Unknown,Unknown,Domestic Shorthair,Black,White,3.0,0,0,122.0,10,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,76.0,1,1,912.0,7,0
Cat,Male,Unknown,American Shorthair,Grey Tabby,Missing,0.0,0,1,122.0,10,0
Kitten,Female,No,Domestic Shorthair,Orange Tabby,White,11.0,0,1,28.0,10,2
Kitten,Male,No,Domestic Shorthair,Brown Tabby,White,7.0,0,0,28.0,10,6
Dog,Male,Yes,American Bulldog,Buff,White,136.0,1,1,1825.0,5,3
Dog,Male,Yes,Rottweiler,Black,Tan,194.0,0,1,751.0,3,3
Puppy,Female,Yes,Labrador Retriever,Black,Brown,46.0,1,1,61.0,8,3
Dog,Female,No,American Pit Bull Terrier,Black,Missing,70.0,0,1,1096.0,7,0
Dog,Female,Yes,Boxer,Brown Brindle,White,26.0,1,1,1816.0,9,2
Dog,Male,yes,Chihuahua - Smooth,Black,White,21.0,1,1,365.0,9,0
Cat,Female,Unknown,Domestic Shorthair,Torbie,Missing,11.0,0,1,1091.0,10,3
Dog,Male,Yes,Great Pyrenees,White,Missing,162.0,1,1,61.0,5,6
Cat,Male,Yes,Domestic Long Hair,BLUE TABBY,White,5.0,1,1,3653.0,10,6
Dog,Male,yes,Australian Cattle Dog,Blue Merle,Tan,10.0,1,0,304.0,10,4
Kitten,Female,yes,Domestic Shorthair,Brown Tabby,Missing,46.0,1,1,27.0,8,3
Kitten,Female,yes,Domestic Shorthair,Orange Tabby,Missing,46.0,1,1,12.0,9,0
Kitten,Male,yes,Domestic Shorthair,Brown Tabby,Missing,6.0,1,0,106.0,10,0
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,29.0,1,1,731.0,9,2
Dog,Male,Yes,Labrador Retriever,Black,White,170.0,1,1,272.0,5,2
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,2.0,1,1,731.0,10,2
Kitten,Male,Yes,Domestic Shorthair,Black,Missing,46.0,1,1,12.0,9,0
Cat,Male,Yes,Domestic Long Hair,White,Brown Tabby,100.0,1,0,34.0,5,0
Kitten,Female,Unknown,Domestic Shorthair,Blue,White,0.0,0,0,42.0,10,4
Kitten,Male,yes,Domestic Medium Hair,Black,Missing,20.0,1,1,62.0,9,1
Dog,Male,yes,Rhodesian Ridgeback,Brown,Black,58.0,1,1,365.0,8,5
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Black,0.0,0,0,122.0,10,0
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,56.0,1,1,70.0,8,4
Cat,Female,yes,Domestic Shorthair,Tortoiseshell,Missing,24.0,1,1,548.0,9,4
Puppy,Male,Yes,Labrador Retriever,Black,White,5.0,1,0,61.0,10,2
Kitten,Male,Yes,Domestic Shorthair,Orange Tabby,White,4.0,1,1,106.0,10,3
Dog,Female,Yes,Carolina Dog,Tan,Missing,2.0,0,1,731.0,10,5
Kitten,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,21.0,10,4
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,2.0,0,0,153.0,10,5
Kitten,Female,Yes,Domestic Shorthair,Black,White,28.0,1,1,49.0,9,0
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,56.0,1,1,70.0,8,4
Cat,Female,Yes,Domestic Shorthair,Torbie,White,61.0,1,0,55.0,5,4
Kitten,Female,Yes,Domestic Shorthair,Blue,Tabby,7.0,1,0,92.0,10,0
Mammal,Unknown,Unknown,Bat - Little Brown Myotis,Brown,Black,0.0,0,0,731.0,10,0
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,43.0,1,0,41.0,6,3
Cat,Male,yes,Domestic Shorthair,Cream Ginger Tabby,Missing,21.0,1,1,123.0,9,1
Cat,Female,yes,Domestic Shorthair,Black,Missing,31.0,1,0,41.0,6,3
Cat,Female,yes,Domestic Shorthair,Blue Cream Calico,White,70.0,1,1,41.0,6,3
Cat,Male,yes,Domestic Shorthair,Brown Tabby,White,13.0,1,0,75.0,7,2
Cat,Female,yes,Domestic Shorthair,Blue,Missing,33.0,1,0,41.0,6,3
Cat,Female,No,Domestic Shorthair,Grey Tabby,Missing,25.0,1,0,41.0,6,3
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,2.0,1,1,731.0,10,2
Cat,Female,Yes,Domestic Shorthair,Black,White,44.0,1,1,75.0,7,2
Cat,Male,Yes,Domestic Shorthair,Black,Missing,42.0,1,0,41.0,6,3
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,34.0,1,1,33.0,6,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Brown Tabby,45.0,1,1,33.0,6,2
Kitten,Unknown,Unknown,Domestic Shorthair,Blue,White,0.0,0,0,42.0,10,4
Cat,Male,No,Domestic Shorthair,Black,Missing,25.0,1,0,41.0,6,3
Dog,Female,Yes,Miniature Pinscher,Black,Tan,4.0,1,1,1096.0,10,0
Kitten,Male,Yes,Domestic Shorthair,Blue Ticked,Missing,8.0,1,1,56.0,10,3
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,37.0,1,0,33.0,6,2
Cat,Male,Yes,Domestic Shorthair,Black,Missing,21.0,1,1,123.0,9,1
Kitten,Male,Yes,Siamese,Point,Missing,4.0,1,1,122.0,10,0
Cat,Female,yes,Domestic Shorthair,Torbie,White,63.0,1,1,41.0,6,3
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,47.0,1,1,14.0,9,6
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,56.0,1,1,63.0,7,4
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,41.0,1,1,22.0,6,2
Cat,Female,Yes,Domestic Medium Hair,White,Black,5.0,1,0,63.0,7,4
Dog,Male,Yes,American Pit Bull Terrier,Black,White,46.0,1,1,32.0,6,1
Cat,Female,No,Domestic Shorthair,White,Missing,0.0,0,0,2.0,5,3
Cat,Unknown,No,Siamese,LYNX PT,Missing,11.0,0,0,1096.0,10,3
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,38.0,0,1,364.0,9,4
Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Missing,5.0,0,0,731.0,10,2
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,39.0,1,1,92.0,8,2
Dog,Female,Yes,American Pit Bull Terrier,Brown,Brown,57.0,1,1,42.0,7,1
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,7.0,0,1,731.0,10,0
Cat,Unknown,Yes,Domestic Shorthair,Tortoiseshell,Missing,17.0,1,0,63.0,7,1
Cat,Male,No,Domestic Shorthair,Brown Tabby,Missing,4.0,0,1,7.0,6,1
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,19.0,1,1,92.0,8,2
Dog,Female,Yes,American Pit Bull Terrier,Brown,White,30.0,1,1,42.0,7,1
Cat,Female,No,Domestic Shorthair,Grey Tabby,Missing,4.0,0,1,7.0,6,1
Dog,Male,Yes,American Pit Bull Terrier,Brown,Brown,57.0,1,1,42.0,7,1
Cat,Male,No,Domestic Shorthair,Blue,Grey Tabby,0.0,0,0,2.0,5,3
Cat,Male,Unknown,Domestic Shorthair,White,Cream Ginger Tabby,34.0,1,1,22.0,6,2
Dog,Female,Yes,American Pit Bull Terrier,White,Black,30.0,1,1,42.0,7,1
Cat,Female,yes,Domestic Shorthair,Calico,Missing,41.0,1,1,22.0,6,2
Cat,Female,Yes,Domestic Shorthair,Torbie,Missing,17.0,1,1,92.0,8,2
Cat,Female,No,Domestic Shorthair,Blue,Missing,0.0,0,0,21.0,6,1
Cat,Male,No,Domestic Shorthair,Black,Black,0.0,0,0,21.0,6,1
Cat,Male,yes,Domestic Shorthair,White,Black,41.0,1,1,22.0,6,2
Cat,Female,yes,Domestic Shorthair,Torbie,White,44.0,1,1,42.0,7,1
Cat,Female,No,Domestic Shorthair,Torbie,Missing,0.0,0,0,21.0,6,1
Cat,Female,Yes,Domestic Shorthair,White,Black,22.0,1,0,63.0,7,1
Cat,Female,No,Domestic Shorthair,White,Missing,0.0,0,0,2.0,5,3
Cat,Male,No,Domestic Shorthair,White,Missing,0.0,0,0,2.0,5,3
Cat,Male,yes,Domestic Shorthair,Orange Tabby,White,8.0,1,0,56.0,7,1
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,2.0,5,3
Dog,Female,yes,Labrador Retriever,White,Tan,50.0,1,1,63.0,7,1
Cat,Female,Yes,Domestic Shorthair,White,Black,22.0,1,0,63.0,7,1
Cat,Female,No,Domestic Shorthair,White,Blue,0.0,0,0,2.0,5,3
Dog,Male,Yes,American Pit Bull Terrier,Red,White,5.0,0,1,731.0,10,2
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,2.0,0,1,183.0,10,5
Dog,Female,Yes,Border Collie,Black,White,26.0,1,1,731.0,9,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,6.0,0,1,730.0,10,4
Kitten,Female,Yes,Domestic Shorthair,Black,White,4.0,1,1,87.0,10,1
Dog,Male,Yes,Catahoula Leopard Dog,Blue Merle,White,19.0,1,1,243.0,9,1
Cat,Female,Yes,Domestic Shorthair,Shaded,Missing,0.0,0,1,122.0,10,0
Puppy,Female,Unknown,Labrador Retriever,Black,Missing,3.0,0,0,7.0,10,1
Kitten,Female,Yes,Domestic Shorthair,Black,White,4.0,1,1,87.0,10,1
Dog,Male,No,Labrador Retriever,Tri Color,Black,0.0,0,0,365.0,10,0
Kitten,Female,Yes,Domestic Shorthair,Black,Missing,32.0,1,0,92.0,9,3
Puppy,Female,Unknown,Labrador Retriever,Black,Missing,3.0,0,0,7.0,10,1
Kitten,Male,Yes,Domestic Shorthair,Blue,Missing,56.0,1,0,61.0,8,0
Dog,Male,Yes,American Pit Bull Terrier,White,Brown,32.0,1,1,606.0,9,3
Dog,Female,Yes,American Pit Bull Terrier,Fawn,White,124.0,1,1,1135.0,6,2
Kitten,Female,No,Domestic Shorthair,Black,Missing,3.0,0,1,122.0,10,4
Dog,Male,Yes,American Pit Bull Terrier,White,Tan,491.0,1,1,274.0,6,0
Cat,Male,Yes,Domestic Shorthair,Black,Missing,91.0,1,1,65.0,7,0
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,110.0,1,1,82.0,6,2
Kitten,Female,Yes,Domestic Shorthair,Black,White,56.0,1,0,61.0,8,0
Dog,Female,Yes,Labrador Retriever,Black,White,5.0,0,1,365.0,10,2
Kitten,Male,No,Domestic Shorthair,Blue,Tabby,3.0,0,0,10.0,10,1
Kitten,Female,Yes,Domestic Shorthair,Muted Tortoiseshell,Black,6.0,1,0,92.0,10,1
Cat,Male,No,Domestic Shorthair,Flame Point,Missing,5.0,0,0,731.0,10,2
Cat,Male,Yes,Domestic Shorthair,LYNX PT,White,18.0,1,1,1096.0,9,3
Cat,Female,Yes,Domestic Shorthair,Muted Calico,Missing,78.0,1,1,1427.0,7,4
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,1,21.0,10,1
Dog,Female,Yes,Siberian Husky,Tri Color,Missing,81.0,1,1,747.0,7,4
Dog,Male,Yes,Jack Russell Terrier,White,Tan,20.0,1,1,731.0,9,2
Cat,Female,No,Domestic Shorthair,Black,Missing,3.0,0,0,122.0,10,1
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,3.0,0,0,10.0,10,1
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,72.0,1,0,1114.0,6,1
Kitten,Male,Yes,Domestic Shorthair,White,Blue,15.0,1,1,70.0,10,3
Kitten,Male,Yes,Domestic Shorthair,Black,White,36.0,1,1,92.0,9,0
Dog,Unknown,Unknown,Australian Cattle Dog,Blue Merle,Missing,0.0,0,0,122.0,10,1
Cat,Female,Yes,Domestic Shorthair,Black,White,7.0,1,0,365.0,10,1
Kitten,Male,Yes,Domestic Shorthair,Black,White,36.0,1,1,92.0,9,0
Dog,Male,Yes,Great Pyrenees,Cream,Missing,17.0,1,1,731.0,9,5
Cat,Male,Yes,Domestic Shorthair,Black,Missing,19.0,0,1,731.0,9,3
Cat,Male,Yes,Domestic Shorthair,Black,Missing,7.0,1,1,1826.0,10,1
Kitten,Male,yes,Domestic Shorthair,White,Missing,6.0,1,0,92.0,10,2
Cat,Female,yes,Domestic Shorthair,White,Brown Tabby,8.0,1,1,183.0,10,0
Cat,Male,Yes,Domestic Shorthair,Cream,Missing,6.0,1,0,153.0,10,2
Kitten,Female,yes,Domestic Shorthair,White,Blue,6.0,1,0,84.0,10,2
Kitten,Female,yes,Domestic Medium Hair,Brown Tabby,Missing,21.0,1,1,62.0,9,1
Dog,Male,No,Chihuahua - Long-hair,Tri Color,Missing,0.0,0,0,153.0,10,1
Puppy,Female,Yes,German Shepherd,Black,Brown,34.0,1,1,87.0,9,1
Dog,Male,yes,American Pit Bull Terrier,Blue,White,32.0,1,1,731.0,9,4
Cat,Female,Yes,Domestic Shorthair,Torbie,Missing,110.0,1,1,341.0,6,3
Kitten,Male,yes,Domestic Shorthair,White,Missing,6.0,1,0,92.0,10,2
Dog,Male,Yes,American Pit Bull Terrier,White,Brown,98.0,1,1,1461.0,7,4
Puppy,Female,Unknown,Labrador Retriever,Black,Missing,3.0,0,0,7.0,10,1
Kitten,Male,No,Domestic Shorthair,Cream,Missing,3.0,0,0,10.0,10,1
Kitten,Female,Yes,Domestic Shorthair,White,Blue,15.0,1,1,70.0,10,3
Puppy,Female,Unknown,Labrador Retriever,Black,Missing,3.0,0,0,7.0,10,1
Kitten,Female,No,Domestic Shorthair,Cream,Missing,3.0,0,0,10.0,10,1
Puppy,Male,Unknown,Labrador Retriever,Black,Missing,3.0,0,0,7.0,10,1
Puppy,Female,Unknown,Labrador Retriever,Black,Missing,3.0,0,0,7.0,10,1
Puppy,Male,Yes,German Shepherd,Brown,Missing,19.0,1,1,42.0,9,3
Kitten,Female,yes,Domestic Shorthair,Calico,Missing,47.0,1,1,27.0,8,3
Dog,Male,yes,Siberian Husky,Brown,Tan,64.0,1,1,167.0,8,0
Kitten,Male,yes,Domestic Shorthair,Blue,Tabby,47.0,1,1,27.0,8,3
Kitten,Female,Yes,Domestic Shorthair,Calico,Missing,4.0,1,0,106.0,10,4
Kitten,Female,yes,Domestic Shorthair,Blue,Tabby,8.0,1,0,67.0,10,0
Cat,Male,yes,Domestic Medium Hair,White,Cream,14.0,1,1,365.0,9,1
Dog,Male,Yes,Beagle,Fawn,White,85.0,0,1,91.0,7,3
Dog,Female,yes,Australian Shepherd,Black,Tan,15.0,1,1,304.0,9,0
Dog,Male,Unknown,Catahoula Leopard Dog,Grey,Black,13.0,0,1,1461.0,10,2
Dog,Female,No,American Pit Bull Terrier,White,Brindle,19.0,0,0,42.0,6,5
Dog,Female,No,Labrador Retriever,Red,Missing,3.0,0,1,1096.0,10,1
Dog,Male,No,American Pit Bull Terrier,White,Brown,19.0,0,0,42.0,6,5
Dog,Female,yes,Dalmatian,White,Tan,44.0,1,1,60.0,7,2
Dog,Female,No,Boxer,Brown,White,4.0,0,0,731.0,10,0
Dog,Male,Yes,Beagle,Tan,Missing,85.0,0,1,91.0,7,3
Kitten,Male,Yes,Domestic Shorthair,Black,Missing,46.0,1,1,12.0,9,0
Dog,Male,Yes,Catahoula Leopard Dog,White,Tan,49.0,1,1,15.0,6,6
Cat,Male,yes,Domestic Medium Hair,Brown Tabby,White,9.0,1,0,92.0,8,6
Dog,Male,Yes,Chihuahua - Smooth,Black,White,6.0,1,1,1461.0,10,6
Puppy,Male,Yes,Labrador Retriever,Black,White,50.0,1,1,62.0,9,4
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,38.0,1,1,32.0,6,2
Dog,Male,Yes,Chihuahua - Smooth,Black,Tan,2.0,0,1,2922.0,10,2
Cat,Male,Yes,Domestic Medium Hair,Black,Missing,25.0,1,1,1461.0,9,1
Dog,Male,Unknown,Belgian Shepherd Dog - Malinois,Brown,Black,39.0,0,1,734.0,9,4
Dog,Male,Yes,BLACK MOUTH CUR,Tan,Black,104.0,1,1,700.0,7,2
Dog,Female,No,American Pit Bull Terrier,Brindle,Missing,61.0,0,1,42.0,6,5
Puppy,Unknown,Unknown,American Pit Bull Terrier,Brown,White,88.0,0,0,122.0,6,0
Dog,Male,No,American Pit Bull Terrier,White,Brown,61.0,0,1,42.0,6,5
Puppy,Male,No,Basset Hound,White,Tan,3.0,0,1,69.0,10,5
Cat,Unknown,Unknown,Domestic Medium Hair,Grey Tabby,Missing,69.0,0,0,122.0,6,4
Cat,Female,Yes,Domestic Medium Hair,White,Tabby,56.0,1,1,95.0,8,0
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Black,0.0,0,0,122.0,10,2
Cat,Female,No,Domestic Shorthair,Tortoiseshell,Missing,59.0,0,0,365.0,6,0
Dog,Unknown,Unknown,French Bulldog,Grey,Missing,23.0,0,0,122.0,9,2
Puppy,Female,No,Basset Hound,White,Tan,3.0,0,1,75.0,10,5
Dog,Male,No,American Pit Bull Terrier,Tri Color,Missing,61.0,0,1,42.0,6,5
Dog,Male,Yes,American Bulldog,White,Black,268.0,1,1,1096.0,1,3
Kitten,Female,Yes,Domestic Shorthair,Blue,White,9.0,1,0,56.0,10,3
Puppy,Female,No,Basset Hound,White,Tan,3.0,0,1,75.0,10,5
Dog,Male,Yes,Australian Cattle Dog,White,Black,171.0,1,1,365.0,5,2
Kitten,Male,Unknown,Domestic Shorthair,Grey,Tabby,0.0,0,0,61.0,7,0
Cat,Female,Yes,Domestic Shorthair,BLUE TABBY,Missing,8.0,0,1,548.0,10,0
Dog,Male,Yes,American Pit Bull Terrier,Brown,White,260.0,1,1,731.0,1,1
Kitten,Female,Yes,Domestic Shorthair,Black,White,88.0,1,1,4.0,7,5
Dog,Female,Yes,Poodle - Toy,White,Black,0.0,0,1,1461.0,10,5
Kitten,Female,Yes,Domestic Shorthair,Blue,Tabby,9.0,1,0,56.0,10,3
Kitten,Unknown,Unknown,Domestic Shorthair,Black,Missing,0.0,0,0,122.0,10,2
Kitten,Unknown,Unknown,Domestic Shorthair,Blue,Missing,0.0,0,0,122.0,10,2
Dog,Female,Yes,American Pit Bull Terrier,Blue Brindle,White,76.0,1,1,273.0,8,5
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,4.0,0,1,1096.0,10,0
Kitten,Female,Yes,Domestic Shorthair,Black,Missing,45.0,1,1,70.0,8,6
Dog,Female,Yes,Havanese,White,Grey,3.0,1,0,731.0,10,2
Kitten,Male,yes,Domestic Medium Hair,Brown Tabby,Missing,6.0,1,1,92.0,10,3
Puppy,Male,No,Doberman Pinscher,Black,Brown,0.0,0,1,121.0,10,1
Cat,Male,Yes,Domestic Shorthair,Lilac Point,Missing,3.0,0,0,731.0,10,6
Dog,Female,Yes,Australian Kelpie,Chocolate,White,21.0,1,1,335.0,9,2
Cat,Male,yes,Domestic Shorthair,Orange Tabby,Missing,4.0,1,1,153.0,10,5
Kitten,Male,yes,Domestic Shorthair,White,Blue,6.0,1,1,70.0,10,3
Dog,Male,Yes,Chihuahua - Smooth,White,Brown,5.0,1,1,731.0,10,4
Cat,Male,Yes,Domestic Shorthair,BLUE TABBY,Missing,34.0,1,1,212.0,9,3
Cat,Male,yes,Domestic Shorthair,Orange Tabby,Missing,6.0,1,0,183.0,10,3
Dog,Male,No,Chihuahua - Smooth,Brown,Missing,2.0,0,0,731.0,10,0
Cat,Female,Yes,Domestic Shorthair,Black,Missing,4.0,1,1,153.0,10,5
Kitten,Female,Yes,Domestic Medium Hair,Brown Tabby,Missing,64.0,1,1,42.0,8,4
Dog,Male,Yes,American Pit Bull Terrier,Brown,Missing,36.0,1,1,365.0,9,1
Dog,Female,No,Labrador Retriever,Black,Tan,43.0,0,1,14.0,6,6
Dog,Male,Yes,American Pit Bull Terrier,Blue,White,31.0,1,1,122.0,9,2
Cat,Female,Yes,Domestic Shorthair,Muted Calico,Missing,12.0,1,1,1507.0,10,0
Cat,Male,yes,Domestic Shorthair,White,Brown Tabby,72.0,1,1,49.0,7,6
Cat,Female,Yes,Domestic Shorthair,Blue Cream Tortoiseshell,Missing,32.0,1,1,75.0,8,4
Dog,Male,No,Labrador Retriever,Sable,Missing,43.0,0,1,14.0,6,6
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,18.0,1,0,75.0,8,4
Dog,Male,No,Labrador Retriever,White,Tan,51.0,0,1,14.0,6,6
Cat,Male,No,Domestic Shorthair,Cream,White,3.0,1,0,75.0,8,4
Cat,Female,Yes,Domestic Long Hair,Brown Tabby,White,23.0,1,1,1096.0,10,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,8.0,1,0,92.0,8,0
Kitten,Male,No,Domestic Shorthair,Orange Tabby,White,0.0,0,0,92.0,10,5
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,36.0,0,1,364.0,9,4
Cat,Female,yes,Siamese,Seal Point,Missing,13.0,1,1,123.0,9,3
Dog,Female,No,Labrador Retriever,Black,Tan,42.0,0,1,14.0,6,6
Dog,Male,No,Labrador Retriever,Sable,Tan,43.0,0,1,14.0,6,6
Cat,Male,yes,Domestic Shorthair,Black,Missing,17.0,1,1,70.0,7,6
Cat,Male,yes,Domestic Shorthair,Grey Tabby,Missing,3.0,1,1,70.0,7,6
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,70.0,1,0,75.0,8,4
Dog,Male,No,Labrador Retriever,Tan,Missing,42.0,0,1,14.0,6,6
Cat,Male,yes,Domestic Shorthair,Black,Missing,9.0,1,1,70.0,7,6
Cat,Female,Yes,Domestic Shorthair,Blue Cream Tortoiseshell,Missing,1.0,1,1,115.0,9,2
Dog,Male,No,Labrador Retriever,Tan,Missing,43.0,0,1,14.0,6,6
Dog,Male,No,German Shepherd,Black,Tan,46.0,0,1,546.0,8,4
Dog,Male,Yes,Mastiff,Tan,Missing,35.0,0,1,731.0,9,2
Cat,Unknown,Unknown,Domestic Medium Hair,Brown Tabby,Missing,6.0,0,1,1096.0,10,3
Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Missing,2.0,0,0,365.0,10,0
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,731.0,10,4
Cat,Female,Unknown,Domestic Shorthair,Tortoiseshell,Missing,2.0,0,0,365.0,10,0
Cat,Unknown,Unknown,Domestic Medium Hair,Brown Tabby,Missing,6.0,0,1,1094.0,10,3
Dog,Male,Yes,Great Dane,White,Brindle,6.0,1,0,365.0,10,3
Kitten,Male,Yes,Domestic Shorthair,White,Missing,7.0,1,0,92.0,10,2
Dog,Female,No,Chihuahua - Smooth,Tan,Missing,3.0,0,0,1096.0,10,6
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,9.0,0,1,365.0,10,1
Cat,Female,No,Domestic Shorthair,Brown Tabby,White,19.0,1,1,183.0,10,0
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,Missing,11.0,1,1,214.0,10,1
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Missing,0.0,0,0,122.0,10,5
Kitten,Male,No,Domestic Shorthair,Brown Tabby,White,0.0,0,0,21.0,10,5
Kitten,Female,No,Domestic Shorthair,Tortoiseshell,Missing,0.0,0,0,21.0,10,5
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,12.0,1,1,914.0,10,0
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,21.0,10,5
Mammal,Unknown,Unknown,Bat - Unspecified,Black,Brown,0.0,0,0,122.0,10,5
Dog,Female,No,American Pit Bull Terrier,Brown Brindle,Missing,21.0,0,1,2556.0,9,2
Dog,Male,Yes,American Pit Bull Terrier,White,Black,93.0,0,1,2192.0,7,1
Dog,Female,No,Jack Russell Terrier,Brown,White,9.0,0,1,2552.0,10,0
Dog,Male,Yes,Norfolk Terrier,Red,Missing,21.0,1,1,1096.0,9,2
Dog,Female,Yes,American Pit Bull Terrier,Blue,White,911.0,0,1,730.0,4,2
Kitten,Male,No,Domestic Medium Hair,Orange Tabby,Missing,1.0,0,0,122.0,10,2
Dog,Male,No,Poodle - Miniature,White,Missing,13.0,0,1,365.0,10,4
Dog,Female,Yes,American Bulldog,Brown,White,2.0,0,1,760.0,10,1
