Type,Sex,Spayed/Neutered,Primary Breed,Primary Color,Secondary Color,Days in Shelter,is_adopted,Has Name,age_at_intake,intake_month,intake_dayofweek
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,3.0,0,0,365.0,10,0
Dog,Male,Yes,Foxhound,Tri Color,Missing,43.0,1,1,155.0,9,2
Cat,Female,Yes,Domestic Long Hair,Black,Missing,8.0,1,1,364.0,10,4
Dog,Male,Yes,Jack Russell Terrier - Wire-haired,White,Brown,17.0,0,1,1096.0,9,0
Dog,Male,Yes,Labrador Retriever,Tri Color,Missing,133.0,1,1,1157.0,5,0
Kitten,Female,yes,Domestic Shorthair,Blue,Missing,5.0,1,0,61.0,10,5
Cat,Female,yes,Domestic Shorthair,Brown Tabby,White,15.0,1,1,183.0,10,2
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,35.0,1,1,92.0,9,3
Cat,Unknown,Unknown,Domestic Shorthair,White,Black,0.0,0,1,1096.0,10,2
Puppy,Female,yes,Anatolian Shepherd,Tan,Missing,31.0,1,1,56.0,9,0
Puppy,Female,Yes,German Shepherd,Tri Color,White,61.0,1,1,28.0,8,0
Dog,Female,Yes,Australian Shepherd,Black,Tan,17.0,1,1,304.0,9,0
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,1.0,0,1,3653.0,10,2
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,45.0,1,0,35.0,6,0
Cat,Male,Yes,Domestic Shorthair,Cream,Missing,44.0,1,1,49.0,7,0
Dog,Male,yes,Coonhound - Black and Tan,Black,Tan,11.0,1,1,61.0,7,5
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,11.0,0,0,28.0,6,2
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,45.0,1,0,35.0,6,0
Dog,Male,No,German Shepherd,Black,Tan,38.0,0,1,0.0,5,2
Dog,Female,yes,Jack Russell Terrier,White,Black,11.0,1,1,61.0,7,0
Dog,Female,Yes,Catahoula Leopard Dog,Blue Merle,Missing,11.0,1,1,61.0,7,5
Dog,Female,No,Chihuahua - Long-hair,Black,Tri Color,1.0,0,0,61.0,7,5
Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,21.0,6,2
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,7.0,0,1,1096.0,10,3
Cat,Female,No,Domestic Long Hair,Blue Cream Tortoiseshell,Missing,4.0,0,1,365.0,10,6
Cat,Unknown,Unknown,Domestic Shorthair,Black,White,2.0,0,0,214.0,10,1
Cat,Male,No,Domestic Shorthair,Brown Tabby,Missing,20.0,0,0,14.0,6,2
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,7.0,0,1,731.0,10,3
Cat,Female,No,Domestic Shorthair,BLUE TABBY,Missing,8.0,0,0,365.0,10,2
Dog,Female,No,Chihuahua - Smooth,White,Black,3.0,0,1,2922.0,10,0
Puppy,Male,No,Australian Cattle Dog,Blue Merle,Missing,2.0,0,0,42.0,10,1
Dog,Female,Yes,Labrador Retriever,Black,White,60.0,1,1,912.0,8,0
Dog,Female,Yes,German Shepherd,Black,Brown,80.0,1,1,0.0,5,2
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,137.0,1,1,737.0,6,0
Dog,Female,No,German Shepherd,Brown,Black,38.0,0,1,0.0,5,2
Dog,Male,No,Brussels Griffon,Red,Missing,28.0,0,1,670.0,9,4
Puppy,Female,Yes,American Staffordshire Terrier,Tan,Black,40.0,1,1,63.0,9,6
Dog,Male,Yes,German Shepherd,White,Cream,86.0,1,1,0.0,5,2
Cat,Female,Yes,Domestic Shorthair,Black,Missing,15.0,0,1,360.0,10,3
Cat,Female,yes,Domestic Medium Hair,Black,Missing,7.0,1,1,236.0,10,4
Cat,Male,yes,Domestic Medium Hair,Brown Tabby,Missing,4.0,1,0,183.0,10,0
Dog,Female,No,German Shepherd,Black,Brown,2.0,1,1,75.0,8,0
Dog,Female,Yes,German Shepherd,Black,Brown,9.0,1,1,75.0,8,0
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,0.0,0,0,7.0,6,2
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,0.0,0,0,21.0,6,2
Dog,Female,Yes,German Shepherd,Buff,Cream,71.0,1,1,0.0,5,2
Dog,Female,Yes,Labrador Retriever,Tan,White,74.0,1,1,20.0,6,1
Cat,Unknown,Unknown,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,21.0,6,2
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,9.0,1,0,84.0,8,2
Cat,Female,No,Domestic Shorthair,Torbie,Missing,20.0,0,0,14.0,6,2
Cat,Male,No,Domestic Shorthair,Brown Tabby,Missing,20.0,0,0,14.0,6,2
Dog,Female,Yes,German Shepherd,Buff,Missing,31.0,1,1,112.0,9,2
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Brown Tabby,25.0,1,1,61.0,7,0
Dog,Male,Yes,German Shepherd,Brown,White,71.0,1,1,0.0,5,2
Dog,Female,Yes,German Shepherd,Buff,Missing,72.0,1,1,0.0,5,2
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,0.0,0,0,21.0,6,2
Cat,Unknown,Unknown,Domestic Shorthair,Black,White,0.0,0,0,7.0,6,2
Cat,Male,Yes,Domestic Shorthair,Black,Missing,72.0,1,0,55.0,6,1
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,3.0,0,0,92.0,10,2
Kitten,Male,yes,Domestic Shorthair,Black,White,39.0,1,1,92.0,9,0
Dog,Female,Yes,Labrador Retriever,Tan,Missing,3.0,0,1,731.0,10,1
Dog,Female,Yes,English Bulldog,White,Brown Brindle,131.0,1,1,1096.0,6,6
Kitten,Female,yes,Domestic Medium Hair,Brown Tabby,Missing,16.0,1,1,50.0,10,2
Dog,Female,No,American Pit Bull Terrier,Blue,White,1.0,0,1,2192.0,10,3
Dog,Female,No,American Pit Bull Terrier,Brown Brindle,Missing,0.0,0,1,2579.0,10,4
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,31.0,1,1,38.0,9,1
Cat,Male,Yes,Domestic Medium Hair,Black,White,32.0,1,0,35.0,6,1
Dog,Male,No,Labrador Retriever,White,Black,10.0,0,1,75.0,8,6
Cat,Male,No,Domestic Shorthair,Orange Tabby,White,6.0,0,0,1825.0,10,6
Cat,Male,Yes,Domestic Shorthair,Blue,Missing,39.0,1,1,42.0,7,1
Dog,Female,No,Chihuahua - Smooth,Red,White,9.0,0,1,731.0,10,4
Dog,Female,Yes,American Pit Bull Terrier,Blue,White,131.0,1,1,365.0,6,1
Dog,Male,Yes,Chihuahua - Smooth,Brown Brindle,Missing,9.0,0,1,1461.0,10,4
Cat,Female,No,Domestic Shorthair,Black,White,41.0,0,1,84.0,8,1
Dog,Male,No,Labrador Retriever,White,Black,10.0,0,1,75.0,8,6
Cat,Male,yes,Domestic Shorthair,Black,Missing,37.0,1,1,92.0,8,2
Kitten,Male,Yes,Domestic Medium Hair,Grey Tabby,Missing,16.0,1,1,49.0,10,3
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,39.0,1,1,42.0,7,1
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,39.0,1,1,42.0,7,1
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,39.0,1,1,42.0,7,1
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,37.0,1,1,42.0,7,1
Cat,Male,Yes,Domestic Shorthair,Blue,Missing,9.0,1,1,84.0,8,1
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,55.0,1,1,31.0,6,4
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,39.0,1,1,42.0,7,1
Dog,Female,Yes,American Pit Bull Terrier,Blue,White,36.0,1,1,1803.0,9,4
Dog,Female,No,Boxer,Brown Brindle,Black Brown,4.0,0,0,731.0,10,0
Cat,Male,Yes,Domestic Shorthair,White,Grey,8.0,1,1,731.0,10,3
Dog,Female,Yes,Boxer,Brown,White,4.0,0,0,2553.0,10,0
Cat,Female,No,Siamese,LYNX PT,Missing,4.0,0,0,3469.0,10,1
Dog,Male,Yes,German Shepherd,Sable,Missing,2.0,0,0,731.0,10,2
Puppy,Female,Yes,Australian Cattle Dog,Tan,Ticked,63.0,1,1,60.0,8,4
Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,87.0,1,1,20.0,7,2
Dog,Male,No,American Bulldog,Chocolate,White,3.0,0,0,730.0,10,1
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,7.0,1,1,237.0,10,5
Kitten,Male,No,Domestic Shorthair,Orange Tabby,Missing,5.0,0,0,61.0,10,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,61.0,10,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,61.0,10,0
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,61.0,10,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,61.0,10,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,61.0,10,0
Kitten,Female,No,Domestic Shorthair,Cream,Missing,5.0,0,0,61.0,10,0
Kitten,Female,No,Domestic Shorthair,Orange Tabby,Missing,5.0,0,0,61.0,10,0
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,0.0,0,1,518.0,10,6
Dog,Male,No,American Pit Bull Terrier,Brown,White,3.0,0,1,1668.0,10,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,66.0,1,1,153.0,8,3
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,61.0,10,0
Cat,Female,Yes,Domestic Shorthair,Black,White,67.0,1,1,365.0,8,1
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,66.0,1,1,153.0,8,3
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,61.0,10,0
Mammal,Unknown,Unknown,Bat - Unspecified,Brown,Black,4.0,0,0,122.0,10,2
Kitten,Male,Yes,Domestic Shorthair,Blue Ticked,Missing,4.0,1,1,75.0,10,1
Cat,Female,Yes,Domestic Shorthair,Blue,White,17.0,1,1,153.0,10,2
Dog,Male,Yes,American Pit Bull Terrier,Red Brown,White,56.0,1,1,731.0,6,6
Dog,Female,Yes,Siberian Husky,Black,Grey,24.0,1,1,759.0,9,2
Kitten,Male,Yes,Domestic Shorthair,Black,White,82.0,1,1,-9.0,7,0
Kitten,Male,Yes,Domestic Shorthair,Blue,White,49.0,1,1,20.0,8,4
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,33.0,1,1,124.0,9,0
Kitten,Female,Yes,Domestic Shorthair,White,Tabby,35.0,1,0,56.0,9,5
Dog,Male,Yes,American Staffordshire Terrier,White,Black,39.0,1,1,549.0,9,2
Cat,Male,yes,Domestic Shorthair,Black,Grey,36.0,1,0,69.0,7,1
Dog,Female,Yes,Shiba Inu,Red,White,25.0,1,1,1096.0,10,2
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,White,15.0,1,0,63.0,7,2
Cat,Male,No,Domestic Shorthair,Black,Missing,0.0,0,1,731.0,10,6
Kitten,Female,No,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,28.0,10,6
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,10.0,1,1,61.0,7,0
Cat,Female,yes,Domestic Shorthair,Brown Tabby,White,15.0,1,0,63.0,7,2
Kitten,Female,No,Domestic Shorthair,Cream Ginger Tabby,Missing,0.0,0,0,28.0,10,6
Kitten,Male,No,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,28.0,10,6
Dog,Male,No,Dachshund - Smooth,White,Black,3.0,0,1,2191.0,10,2
Dog,Male,No,Great Pyrenees,White,Missing,28.0,0,1,1461.0,9,5
Cat,Male,Yes,Domestic Shorthair,Blue,White,11.0,1,1,365.0,10,1
Rabbit,Male,Yes,Bunny Rabbit,Black,Missing,117.0,1,1,365.0,6,0
Puppy,Female,Yes,German Shepherd,Tri Color,Black,62.0,1,1,28.0,8,0
Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,5.0,1,1,75.0,10,1
Dog,Male,No,Australian Shepherd,Blue Merle,White,5.0,0,0,214.0,10,0
Cat,Female,Yes,Domestic Shorthair,BLUE TABBY,Missing,20.0,1,1,578.0,9,6
Kitten,Female,Yes,Domestic Shorthair,Torbie,Missing,62.0,1,1,31.0,8,0
Cat,Female,Yes,Domestic Long Hair,Black,White,4.0,1,1,731.0,10,2
Dog,Male,No,Australian Cattle Dog,White,Missing,0.0,0,0,7.0,6,3
Cat,Female,Yes,Domestic Medium Hair,Seal Point,Missing,39.0,1,0,45.0,6,0
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,39.0,1,1,41.0,7,2
Dog,Female,No,German Shepherd,Brown,Black,0.0,0,1,2922.0,10,6
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,White,27.0,1,1,365.0,9,0
Mammal,Unknown,Unknown,Bat - Hoary,Black,Grey,1.0,0,0,731.0,10,5
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,73.0,1,1,305.0,8,3
Puppy,Male,Yes,Australian Cattle Dog,Black,White,49.0,1,1,75.0,8,6
Dog,Female,Yes,Australian Kelpie,Black,Tan,45.0,1,1,731.0,9,3
Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,White,62.0,1,1,31.0,8,0
Dog,Female,Yes,Rottweiler,Black,Tan,20.0,1,1,1461.0,9,0
Cat,Female,Yes,Domestic Shorthair,Grey Tabby,Black,19.0,1,1,365.0,9,1
Cat,Male,Yes,Domestic Shorthair,Black,Missing,72.0,1,1,92.0,8,4
Cat,Female,Yes,Domestic Shorthair,Torbie,Missing,40.0,1,1,41.0,7,2
Kitten,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,30.0,1,1,42.0,9,4
Cat,Female,yes,Domestic Medium Hair,Black,White,8.0,1,1,123.0,9,0
Cat,Male,No,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,14.0,6,3
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,33.0,1,1,41.0,7,2
Cat,Female,No,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,365.0,10,6
Cat,Female,yes,Domestic Shorthair,Black,Missing,6.0,1,0,92.0,8,4
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,14.0,6,3
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,37.0,1,1,41.0,7,2
Dog,Female,No,Australian Cattle Dog,White,Blue,0.0,0,0,7.0,6,3
Cat,Male,yes,Domestic Shorthair,Orange Tabby,White,9.0,1,1,55.0,7,2
Cat,Male,Yes,Domestic Shorthair,White,Black,46.0,1,0,61.0,6,0
Dog,Male,No,Australian Cattle Dog,White,Missing,0.0,0,0,7.0,6,3
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,38.0,1,1,41.0,7,2
Cat,Female,yes,Domestic Shorthair,Black,Missing,88.0,1,1,-26.0,5,5
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,White,16.0,1,1,106.0,9,4
Dog,Female,No,Australian Cattle Dog,White,Black,0.0,0,0,7.0,6,3
Cat,Male,No,Domestic Shorthair,White,Seal Point,0.0,0,0,14.0,6,3
Cat,Female,Yes,Domestic Shorthair,White,Brown Tabby,43.0,1,0,64.0,8,4
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,19.0,1,1,106.0,9,4
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,Missing,37.0,1,1,41.0,7,2
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,14.0,6,3
Cat,Female,Yes,Domestic Shorthair,White,Blue,26.0,1,1,111.0,9,2
Cat,Male,No,Domestic Shorthair,Orange Tabby,Missing,0.0,0,0,14.0,6,3
Cat,Female,Yes,Domestic Shorthair,Blue,White,33.0,1,0,41.0,7,2
Cat,Male,Yes,Domestic Shorthair,White,Black,47.0,1,0,61.0,6,0
Cat,Female,Unknown,Domestic Shorthair,Brown Tabby,Missing,8.0,0,0,56.0,7,3
Dog,Male,No,Labrador Retriever,Brown Brindle,Missing,0.0,0,0,56.0,7,3
Cat,Male,No,Domestic Shorthair,Blue,White,28.0,0,1,123.0,9,6
Dog,Male,No,Schnauzer - Miniature,Black,Brown,13.0,1,1,42.0,7,3
Cat,Female,Yes,Domestic Shorthair,Grey,White,33.0,1,1,32.0,6,0
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,32.0,1,1,25.0,6,0
Cat,Male,Yes,American Shorthair,Blue,Tabby,9.0,1,0,92.0,8,4
Cat,Male,No,Domestic Shorthair,Orange Tabby,White,4.0,0,0,365.0,10,2
Cat,Female,yes,Domestic Shorthair,Orange Tabby,Missing,11.0,1,0,78.0,8,4
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,72.0,1,1,21.0,6,3
Dog,Male,No,Labrador Retriever,White,Black,0.0,0,0,56.0,7,3
Cat,Male,No,Domestic Shorthair,Grey Tabby,White,28.0,0,1,123.0,9,6
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,72.0,1,1,21.0,6,3
Cat,Female,Yes,Domestic Shorthair,White,Black,9.0,1,1,70.0,7,3
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,9.0,1,0,92.0,8,4
Dog,Female,Yes,Doberman Pinscher,Black,Brown,35.0,1,1,42.0,7,3
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,45.0,1,0,32.0,6,0
Dog,Male,No,Labrador Retriever,Brown,White,5.0,0,0,56.0,7,3
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,16.0,1,0,49.0,7,3
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,5.0,0,0,731.0,10,1
Cat,Female,No,Domestic Shorthair,Calico,Missing,5.0,0,0,731.0,10,1
Cat,Unknown,Unknown,Domestic Shorthair,Brown Tabby,Missing,3.0,0,0,365.0,10,3
Cat,Unknown,Unknown,Domestic Shorthair,Blue,Missing,6.0,0,1,183.0,10,0
Cat,Unknown,Unknown,Domestic Shorthair,Black,Missing,6.0,0,1,183.0,10,0
Cat,Female,Unknown,Domestic Shorthair,Blue Cream Calico,White,6.0,0,0,3653.0,10,0
Dog,Male,Yes,American Pit Bull Terrier,White,Missing,0.0,0,1,2005.0,10,0
Cat,Unknown,Unknown,Domestic Shorthair,White,Grey,5.0,0,0,122.0,10,1
Cat,Unknown,Unknown,Domestic Shorthair,Grey,Missing,6.0,0,0,122.0,10,0
Dog,Male,No,Shih Tzu,Black,White,3.0,0,0,2191.0,10,3
Cat,Male,Yes,Domestic Shorthair,Blue,Missing,6.0,0,1,1096.0,10,0
Kitten,Unknown,No,Domestic Shorthair,Black,Missing,4.0,0,0,21.0,10,2
Cat,Male,Yes,Domestic Shorthair,Grey Tabby,White,58.0,1,0,49.0,5,6
Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,10.0,1,0,122.0,10,4
Kitten,Male,Yes,Domestic Shorthair,Blue,Tabby,67.0,0,0,35.0,8,2
Dog,Male,No,Poodle - Miniature,White,Missing,8.0,0,0,242.0,10,5
Dog,Male,No,English Bulldog,White,Missing,3.0,0,0,365.0,10,3
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,White,62.0,1,1,31.0,8,0
Dog,Male,Yes,Yorkshire Terrier,Buff,Missing,50.0,1,1,2191.0,8,5
Kitten,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,31.0,1,1,42.0,9,4
Dog,Female,Yes,Siberian Husky,White,Missing,63.0,1,1,1480.0,8,0
Kitten,Male,Yes,Domestic Shorthair,Black,White,31.0,1,1,42.0,9,4
Kitten,Male,yes,Domestic Shorthair,Orange Tabby,Missing,8.0,1,1,92.0,10,6
Kitten,Female,Yes,Domestic Shorthair,Blue,Tabby,10.0,1,0,122.0,10,4
Dog,Female,Yes,Labrador Retriever,Black,White,7.0,1,1,1095.0,10,0
Kitten,Female,yes,Domestic Shorthair,Blue,Tabby,11.0,1,1,70.0,10,3
Puppy,Female,yes,German Shepherd,Brown,Missing,25.0,1,1,42.0,9,3
Cat,Female,Yes,Domestic Shorthair,Muted Calico,Missing,7.0,1,1,409.0,10,0
Cat,Male,No,Domestic Medium Hair,Brown,Missing,0.0,0,0,122.0,10,0
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,47.0,1,0,61.0,5,4
Dog,Male,Yes,German Shepherd,Brown,Missing,158.0,1,1,164.0,5,3
Kitten,Female,yes,Domestic Shorthair,Brown Tabby,Missing,14.0,1,0,106.0,10,0
Dog,Male,Yes,American Staffordshire Terrier,Buff,White,125.0,1,1,788.0,6,1
Kitten,Male,yes,Domestic Shorthair,Brown Tabby,Missing,14.0,1,0,106.0,10,0
Puppy,Male,yes,Schnauzer,Black,Missing,6.0,1,0,75.0,10,1
Kitten,Male,yes,Domestic Medium Hair,Black,White,28.0,1,1,70.0,9,0
Dog,Male,Yes,American Pit Bull Terrier,Brown,White,251.0,1,1,1161.0,2,1
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,9.0,0,1,548.0,10,5
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,14.0,10,0
Kitten,Male,No,Domestic Shorthair,Brown Tabby,Missing,0.0,0,0,14.0,10,0
Kitten,Female,No,Domestic Shorthair,Orange Tabby,Missing,9.0,0,1,6.0,10,5
Kitten,Male,No,Domestic Shorthair,Grey Tabby,Missing,9.0,0,1,6.0,10,5
Kitten,Male,No,Domestic Shorthair,Orange Tabby,Missing,9.0,0,1,6.0,10,5
Kitten,Male,No,Domestic Shorthair,Black,Missing,9.0,0,1,6.0,10,5
Dog,Female,Yes,Labrador Retriever,Tri Color,Black,13.0,1,1,181.0,10,1
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,8.0,1,1,242.0,10,2
Cat,Female,Yes,Domestic Shorthair,Orange Tabby,White,17.0,1,1,914.0,10,3
Kitten,Female,yes,Domestic Shorthair,Calico,Missing,35.0,1,1,55.0,9,0
Cat,Female,Yes,Domestic Shorthair,Calico,Missing,5.0,0,1,2192.0,5,1
Kitten,Female,yes,Domestic Shorthair,Calico,Missing,7.0,1,1,49.0,10,0
Kitten,Male,yes,Domestic Shorthair,White,Brown Tabby,10.0,1,0,49.0,10,4
Kitten,Female,yes,Domestic Medium Hair,Brown Tabby,Missing,13.0,1,0,56.0,10,1
Dog,Male,yes,English Toy Spaniel,Brown,White,5.0,1,1,1826.0,10,2
Kitten,Male,Yes,Domestic Shorthair,Orange Tabby,White,47.0,1,1,21.0,9,2
Kitten,Male,yes,Domestic Shorthair,Silver Tabby,Missing,7.0,1,1,70.0,10,0
Kitten,Female,yes,Siamese,Tabby Point,Missing,4.0,1,0,49.0,10,3
Kitten,Female,yes,Domestic Medium Hair,Brown Tabby,Missing,13.0,1,0,61.0,10,1
Kitten,Male,yes,Domestic Shorthair,Orange Tabby,Missing,7.0,1,1,49.0,10,0
Kitten,Male,Yes,Domestic Shorthair,Black,White,5.0,1,0,92.0,10,2
Dog,Male,yes,Labrador Retriever,Brown,White,88.0,1,1,91.0,7,3
Kitten,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,5.0,1,0,58.0,10,2
Kitten,Male,yes,Domestic Shorthair,Blue,Missing,14.0,1,0,92.0,10,0
Dog,Male,Yes,German Shepherd,Brown,Black,28.0,1,1,427.0,9,0
Kitten,Female,Yes,Domestic Shorthair,Black,Missing,5.0,1,0,58.0,10,2
Puppy,Female,yes,German Shepherd,Black,Brown,47.0,1,1,61.0,9,1
Kitten,Male,yes,Domestic Shorthair,Blue,Tabby,14.0,1,0,99.0,10,0
Kitten,Female,yes,Domestic Shorthair,Silver Tabby,Missing,7.0,1,1,70.0,10,0
Dog,Female,Yes,American Pit Bull Terrier,Blue,White,38.0,1,1,1948.0,7,6
Dog,Female,No,Shepherd,Black,Missing,0.0,0,0,21.0,6,4
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,49.0,1,0,24.0,6,0
Cat,Male,Yes,Domestic Shorthair,Cream,White,48.0,1,0,24.0,6,0
Cat,Female,yes,Domestic Shorthair,Brown Tabby,Missing,8.0,1,0,60.0,7,1
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,57.0,1,1,42.0,7,4
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,49.0,1,0,24.0,6,0
Dog,Male,Yes,Labrador Retriever,White,Tan,50.0,1,1,90.0,8,3
Dog,Female,Yes,American Pit Bull Terrier,Red Brown,White,19.0,1,1,70.0,8,4
Cat,Male,Yes,Domestic Shorthair,Brown Tabby,Missing,57.0,1,1,42.0,7,4
Cat,Female,yes,Domestic Shorthair,Brown Tabby,Missing,9.0,1,0,61.0,7,2
Cat,Female,yes,Domestic Shorthair,Brown Tabby,Missing,9.0,1,0,61.0,7,2
Cat,Female,Yes,Domestic Shorthair,Black,Missing,100.0,1,1,28.0,6,4
Dog,Female,No,Shepherd,Brown,Black,0.0,0,0,21.0,6,4
Cat,Female,No,Domestic Shorthair,Brown Tabby,Missing,6.0,1,0,61.0,7,2
Cat,Female,Yes,Domestic Shorthair,Cream,White,49.0,1,0,24.0,6,0
Dog,Female,Yes,Labrador Retriever,Black,Missing,26.0,1,1,91.0,8,4
Cat,Male,yes,Domestic Shorthair,Black,Missing,8.0,1,0,60.0,7,1
Cat,Female,Yes,Domestic Shorthair,Tortoiseshell,Missing,49.0,1,0,21.0,6,4
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,64.0,1,1,42.0,7,4
Cat,Male,Yes,Domestic Shorthair,Black,White,83.0,1,1,42.0,7,4
Cat,Male,yes,Domestic Shorthair,Brown Tabby,Missing,8.0,1,0,60.0,7,1
Dog,Female,No,Shepherd,Brown,Black,0.0,0,0,21.0,6,4
Cat,Male,Yes,Domestic Shorthair,Cream Ginger Tabby,Missing,49.0,1,0,24.0,6,0
Cat,Male,Yes,Domestic Shorthair,Orange Tabby,White,42.0,1,0,61.0,7,2
Cat,Female,yes,Domestic Shorthair,Torbie,Missing,10.0,1,0,87.0,8,0
Dog,Female,No,Chihuahua - Smooth,Brown,Black,4.0,0,0,365.0,10,4
Cat,Male,Yes,Domestic Long Hair,Black,Missing,0.0,0,1,365.0,10,0
Kitten,Female,No,Domestic Shorthair,Brown Tabby,Missing,48.0,0,1,35.0,9,1
Cat,Male,Yes,Domestic Shorthair,Blue,Missing,0.0,0,1,1825.0,10,4
Dog,Male,Yes,American Pit Bull Terrier,Black,Missing,16.0,0,1,731.0,8,6
Dog,Male,No,American Pit Bull Terrier,Blue,White,31.0,0,1,364.0,9,4
Dog,Male,Yes,American Pit Bull Terrier,Black,Missing,8.0,0,1,802.0,10,0
Reptile (Wildlife),Unknown,Unknown,Turtle,Brown,Green,6.0,0,0,122.0,10,1
Mammal,Unknown,Unknown,Raccoon,Grey,Black,6.0,0,0,122.0,10,1
Dog,Male,No,Doberman Pinscher,Black,Brown,25.0,0,0,731.0,10,3
Mammal,Unknown,Unknown,Bat - Unspecified,Red,Missing,0.0,0,0,122.0,10,1
Mammal,Unknown,Unknown,Raccoon,Grey,Black,8.0,0,0,122.0,10,0
Cat,Female,Yes,Domestic Shorthair,Brown Tabby,Missing,5.0,0,0,1461.0,10,3
Mammal,Unknown,Unknown,Fox - Red,Red,Missing,7.0,0,0,122.0,10,0
Dog,Male,No,German Shepherd,Red,Black,1.0,0,1,730.0,10,6
